4.4630 	WARNING 	psychopy.parallel has been imported on a Mac (which doesn't have a parallel port?)
16.1278 	EXP 	Created haus_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='haus_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
16.5391 	EXP 	Created target_image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
16.5403 	EXP 	Created probe_image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
16.9589 	EXP 	Created face_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='face_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
17.3727 	EXP 	Created target_image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
17.3738 	EXP 	Created probe_image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
17.7870 	EXP 	Created haus_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='haus_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
18.2037 	EXP 	Created target_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
18.2048 	EXP 	Created probe_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
18.6280 	EXP 	Created sequence: sequential, trialTypes=1, nReps=2, seed=None
18.6286 	EXP 	New trial (rep=0, index=0): None
18.6629 	WARNING 	t of last frame was 3906.12ms (=1/0)
18.6629 	EXP 	face_instructions: autoDraw = True
18.6850 	WARNING 	t of last frame was 22.15ms (=1/45)
18.7062 	WARNING 	t of last frame was 21.23ms (=1/47)
20.5866 	EXP 	Imported trials24.csv as conditions, 24 conditions, 1 params
20.5869 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
20.5901 	EXP 	New trial (rep=0, index=0): OrderedDict([('trialNum', 0)])
20.6342 	DATA 	Keypress: space
20.6624 	WARNING 	t of last frame was 108.46ms (=1/9)
20.6624 	EXP 	face_instructions: autoDraw = False
20.6624 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
20.6624 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
20.6624 	EXP 	target_image1: autoDraw = True
20.6837 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
20.8211 	EXP 	window1: recordFrameIntervals = False
20.8395 	EXP 	window1: recordFrameIntervals = True
21.1663 	EXP 	target_image1: autoDraw = False
21.1663 	EXP 	probe_image1: autoDraw = True
21.3729 	EXP 	probe_image1: autoDraw = False
22.2252 	EXP 	New trial (rep=0, index=1): OrderedDict([('trialNum', 1)])
22.2370 	DATA 	Keypress: s
22.2564 	EXP 	target_image1: autoDraw = False
22.2564 	EXP 	probe_image1: autoDraw = False
22.2564 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
22.2564 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
22.2564 	EXP 	target_image1: autoDraw = True
22.4393 	EXP 	window1: recordFrameIntervals = False
22.4545 	EXP 	target_image1: autoDraw = False
22.4546 	EXP 	window1: recordFrameIntervals = True
22.7705 	EXP 	probe_image1: autoDraw = True
22.9712 	EXP 	probe_image1: autoDraw = False
23.4223 	EXP 	New trial (rep=0, index=2): OrderedDict([('trialNum', 2)])
23.4331 	DATA 	Keypress: s
23.4371 	EXP 	target_image1: autoDraw = False
23.4371 	EXP 	probe_image1: autoDraw = False
23.4371 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
23.4371 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
23.4371 	EXP 	target_image1: autoDraw = True
23.6231 	EXP 	window1: recordFrameIntervals = False
23.6377 	EXP 	target_image1: autoDraw = False
23.6379 	EXP 	window1: recordFrameIntervals = True
23.9542 	EXP 	probe_image1: autoDraw = True
24.1564 	EXP 	probe_image1: autoDraw = False
24.4233 	EXP 	New trial (rep=0, index=3): OrderedDict([('trialNum', 3)])
24.4300 	DATA 	Keypress: s
24.4371 	EXP 	target_image1: autoDraw = False
24.4371 	EXP 	probe_image1: autoDraw = False
24.4371 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
24.4371 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
24.4371 	EXP 	target_image1: autoDraw = True
24.6215 	EXP 	window1: recordFrameIntervals = False
24.6398 	EXP 	target_image1: autoDraw = False
24.6399 	EXP 	window1: recordFrameIntervals = True
24.9539 	EXP 	probe_image1: autoDraw = True
25.1562 	EXP 	probe_image1: autoDraw = False
25.4245 	EXP 	New trial (rep=0, index=4): OrderedDict([('trialNum', 4)])
25.4358 	DATA 	Keypress: s
25.4563 	EXP 	target_image1: autoDraw = False
25.4563 	EXP 	probe_image1: autoDraw = False
25.4563 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
25.4563 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
25.4563 	EXP 	target_image1: autoDraw = True
25.6379 	EXP 	window1: recordFrameIntervals = False
25.6563 	EXP 	window1: recordFrameIntervals = True
25.9629 	EXP 	target_image1: autoDraw = False
25.9842 	EXP 	probe_image1: autoDraw = True
26.1877 	EXP 	probe_image1: autoDraw = False
26.6388 	EXP 	New trial (rep=0, index=5): OrderedDict([('trialNum', 5)])
26.6455 	DATA 	Keypress: d
26.6544 	EXP 	target_image1: autoDraw = False
26.6544 	EXP 	probe_image1: autoDraw = False
26.6544 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
26.6544 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
26.6544 	EXP 	target_image1: autoDraw = True
26.8394 	EXP 	window1: recordFrameIntervals = False
26.8545 	EXP 	target_image1: autoDraw = False
26.8546 	EXP 	window1: recordFrameIntervals = True
27.1708 	EXP 	probe_image1: autoDraw = True
27.3726 	EXP 	probe_image1: autoDraw = False
27.8559 	EXP 	New trial (rep=0, index=6): OrderedDict([('trialNum', 6)])
27.8635 	DATA 	Keypress: d
27.8712 	EXP 	target_image1: autoDraw = False
27.8712 	EXP 	probe_image1: autoDraw = False
27.8712 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
27.8712 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
27.8712 	EXP 	target_image1: autoDraw = True
28.0549 	EXP 	window1: recordFrameIntervals = False
28.0726 	EXP 	target_image1: autoDraw = False
28.0727 	EXP 	window1: recordFrameIntervals = True
28.4007 	EXP 	probe_image1: autoDraw = True
28.6041 	EXP 	probe_image1: autoDraw = False
28.9398 	EXP 	New trial (rep=0, index=7): OrderedDict([('trialNum', 7)])
28.9483 	DATA 	Keypress: s
28.9541 	EXP 	target_image1: autoDraw = False
28.9541 	EXP 	probe_image1: autoDraw = False
28.9541 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
28.9541 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
28.9541 	EXP 	target_image1: autoDraw = True
29.1378 	EXP 	window1: recordFrameIntervals = False
29.1555 	EXP 	target_image1: autoDraw = False
29.1556 	EXP 	window1: recordFrameIntervals = True
29.4841 	EXP 	probe_image1: autoDraw = True
29.6905 	EXP 	probe_image1: autoDraw = False
30.3247 	EXP 	New trial (rep=0, index=8): OrderedDict([('trialNum', 8)])
30.3332 	DATA 	Keypress: d
30.3379 	EXP 	target_image1: autoDraw = False
30.3379 	EXP 	probe_image1: autoDraw = False
30.3379 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
30.3379 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
30.3379 	EXP 	target_image1: autoDraw = True
30.5397 	EXP 	target_image1: autoDraw = False
30.5398 	EXP 	window1: recordFrameIntervals = False
30.5548 	EXP 	window1: recordFrameIntervals = True
30.8709 	EXP 	probe_image1: autoDraw = True
31.0730 	EXP 	probe_image1: autoDraw = False
31.3889 	EXP 	New trial (rep=0, index=9): OrderedDict([('trialNum', 9)])
31.3959 	DATA 	Keypress: s
31.4045 	EXP 	target_image1: autoDraw = False
31.4045 	EXP 	probe_image1: autoDraw = False
31.4045 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
31.4045 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
31.4045 	EXP 	target_image1: autoDraw = True
31.5898 	EXP 	window1: recordFrameIntervals = False
31.6046 	EXP 	target_image1: autoDraw = False
31.6047 	EXP 	window1: recordFrameIntervals = True
31.9210 	EXP 	probe_image1: autoDraw = True
32.1230 	EXP 	probe_image1: autoDraw = False
32.5074 	EXP 	New trial (rep=0, index=10): OrderedDict([('trialNum', 10)])
32.5137 	DATA 	Keypress: d
32.5213 	EXP 	target_image1: autoDraw = False
32.5213 	EXP 	probe_image1: autoDraw = False
32.5213 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
32.5213 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
32.5213 	EXP 	target_image1: autoDraw = True
32.7065 	EXP 	window1: recordFrameIntervals = False
32.7213 	EXP 	target_image1: autoDraw = False
32.7214 	EXP 	window1: recordFrameIntervals = True
33.0377 	EXP 	probe_image1: autoDraw = True
33.2379 	EXP 	probe_image1: autoDraw = False
34.0741 	EXP 	New trial (rep=0, index=11): OrderedDict([('trialNum', 11)])
34.0809 	DATA 	Keypress: s
34.0876 	EXP 	target_image1: autoDraw = False
34.0876 	EXP 	probe_image1: autoDraw = False
34.0876 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
34.0876 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
34.0876 	EXP 	target_image1: autoDraw = True
34.2716 	EXP 	window1: recordFrameIntervals = False
34.2895 	EXP 	target_image1: autoDraw = False
34.2896 	EXP 	window1: recordFrameIntervals = True
34.6167 	EXP 	probe_image1: autoDraw = True
34.8230 	EXP 	probe_image1: autoDraw = False
35.3080 	EXP 	New trial (rep=0, index=12): OrderedDict([('trialNum', 12)])
35.3156 	DATA 	Keypress: d
35.3208 	EXP 	target_image1: autoDraw = False
35.3208 	EXP 	probe_image1: autoDraw = False
35.3208 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
35.3208 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
35.3208 	EXP 	target_image1: autoDraw = True
35.5048 	EXP 	window1: recordFrameIntervals = False
35.5232 	EXP 	target_image1: autoDraw = False
35.5233 	EXP 	window1: recordFrameIntervals = True
35.8510 	EXP 	probe_image1: autoDraw = True
36.0546 	EXP 	probe_image1: autoDraw = False
36.4905 	EXP 	New trial (rep=0, index=13): OrderedDict([('trialNum', 13)])
36.4991 	DATA 	Keypress: d
36.5041 	EXP 	target_image1: autoDraw = False
36.5041 	EXP 	probe_image1: autoDraw = False
36.5041 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
36.5041 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
36.5041 	EXP 	target_image1: autoDraw = True
36.6897 	EXP 	window1: recordFrameIntervals = False
36.7050 	EXP 	target_image1: autoDraw = False
36.7051 	EXP 	window1: recordFrameIntervals = True
37.0211 	EXP 	probe_image1: autoDraw = True
37.2214 	EXP 	probe_image1: autoDraw = False
37.7055 	EXP 	New trial (rep=0, index=14): OrderedDict([('trialNum', 14)])
37.7125 	DATA 	Keypress: s
37.7212 	EXP 	target_image1: autoDraw = False
37.7212 	EXP 	probe_image1: autoDraw = False
37.7212 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
37.7212 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
37.7212 	EXP 	target_image1: autoDraw = True
37.9066 	EXP 	window1: recordFrameIntervals = False
37.9215 	EXP 	target_image1: autoDraw = False
37.9216 	EXP 	window1: recordFrameIntervals = True
38.2377 	EXP 	probe_image1: autoDraw = True
38.4402 	EXP 	probe_image1: autoDraw = False
39.0253 	EXP 	New trial (rep=0, index=15): OrderedDict([('trialNum', 15)])
39.0334 	DATA 	Keypress: s
39.0377 	EXP 	target_image1: autoDraw = False
39.0377 	EXP 	probe_image1: autoDraw = False
39.0377 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
39.0377 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
39.0377 	EXP 	target_image1: autoDraw = True
39.2233 	EXP 	window1: recordFrameIntervals = False
39.2379 	EXP 	target_image1: autoDraw = False
39.2380 	EXP 	window1: recordFrameIntervals = True
39.5545 	EXP 	probe_image1: autoDraw = True
39.7566 	EXP 	probe_image1: autoDraw = False
40.5583 	EXP 	New trial (rep=0, index=16): OrderedDict([('trialNum', 16)])
40.5660 	DATA 	Keypress: d
40.5709 	EXP 	target_image1: autoDraw = False
40.5709 	EXP 	probe_image1: autoDraw = False
40.5709 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
40.5709 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
40.5709 	EXP 	target_image1: autoDraw = True
40.7567 	EXP 	window1: recordFrameIntervals = False
40.7715 	EXP 	target_image1: autoDraw = False
40.7717 	EXP 	window1: recordFrameIntervals = True
41.0876 	EXP 	probe_image1: autoDraw = True
41.2880 	EXP 	probe_image1: autoDraw = False
41.7897 	EXP 	New trial (rep=0, index=17): OrderedDict([('trialNum', 17)])
41.7965 	DATA 	Keypress: s
41.8042 	EXP 	target_image1: autoDraw = False
41.8042 	EXP 	probe_image1: autoDraw = False
41.8042 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
41.8042 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
41.8042 	EXP 	target_image1: autoDraw = True
41.9899 	EXP 	window1: recordFrameIntervals = False
42.0048 	EXP 	target_image1: autoDraw = False
42.0049 	EXP 	window1: recordFrameIntervals = True
42.3211 	EXP 	probe_image1: autoDraw = True
42.5231 	EXP 	probe_image1: autoDraw = False
43.0403 	EXP 	New trial (rep=0, index=18): OrderedDict([('trialNum', 18)])
43.0482 	DATA 	Keypress: d
43.0543 	EXP 	target_image1: autoDraw = False
43.0543 	EXP 	probe_image1: autoDraw = False
43.0543 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
43.0543 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
43.0543 	EXP 	target_image1: autoDraw = True
43.2396 	EXP 	window1: recordFrameIntervals = False
43.2546 	EXP 	target_image1: autoDraw = False
43.2547 	EXP 	window1: recordFrameIntervals = True
43.5708 	EXP 	probe_image1: autoDraw = True
43.7714 	EXP 	probe_image1: autoDraw = False
44.3892 	EXP 	New trial (rep=0, index=19): OrderedDict([('trialNum', 19)])
44.3963 	DATA 	Keypress: s
44.4044 	EXP 	target_image1: autoDraw = False
44.4044 	EXP 	probe_image1: autoDraw = False
44.4044 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
44.4044 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
44.4044 	EXP 	target_image1: autoDraw = True
44.5882 	EXP 	window1: recordFrameIntervals = False
44.6057 	EXP 	target_image1: autoDraw = False
44.6058 	EXP 	window1: recordFrameIntervals = True
44.9340 	EXP 	probe_image1: autoDraw = True
45.1378 	EXP 	probe_image1: autoDraw = False
45.4721 	EXP 	New trial (rep=0, index=20): OrderedDict([('trialNum', 20)])
45.4790 	DATA 	Keypress: d
45.4879 	EXP 	target_image1: autoDraw = False
45.4879 	EXP 	probe_image1: autoDraw = False
45.4879 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
45.4879 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
45.4879 	EXP 	target_image1: autoDraw = True
45.6729 	EXP 	window1: recordFrameIntervals = False
45.6880 	EXP 	target_image1: autoDraw = False
45.6881 	EXP 	window1: recordFrameIntervals = True
46.0042 	EXP 	probe_image1: autoDraw = True
46.2046 	EXP 	probe_image1: autoDraw = False
46.7741 	EXP 	New trial (rep=0, index=21): OrderedDict([('trialNum', 21)])
46.7814 	DATA 	Keypress: d
46.7879 	EXP 	target_image1: autoDraw = False
46.7879 	EXP 	probe_image1: autoDraw = False
46.7879 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
46.7879 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
46.7879 	EXP 	target_image1: autoDraw = True
46.9735 	EXP 	window1: recordFrameIntervals = False
46.9882 	EXP 	target_image1: autoDraw = False
46.9884 	EXP 	window1: recordFrameIntervals = True
47.3043 	EXP 	probe_image1: autoDraw = True
47.5072 	EXP 	probe_image1: autoDraw = False
47.9226 	EXP 	New trial (rep=0, index=22): OrderedDict([('trialNum', 22)])
47.9296 	DATA 	Keypress: s
47.9376 	EXP 	target_image1: autoDraw = False
47.9376 	EXP 	probe_image1: autoDraw = False
47.9376 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
47.9376 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
47.9376 	EXP 	target_image1: autoDraw = True
48.1231 	EXP 	window1: recordFrameIntervals = False
48.1403 	EXP 	target_image1: autoDraw = False
48.1404 	EXP 	window1: recordFrameIntervals = True
48.4545 	EXP 	probe_image1: autoDraw = True
48.6561 	EXP 	probe_image1: autoDraw = False
49.1911 	EXP 	New trial (rep=0, index=23): OrderedDict([('trialNum', 23)])
49.1983 	DATA 	Keypress: d
49.2042 	EXP 	target_image1: autoDraw = False
49.2042 	EXP 	probe_image1: autoDraw = False
49.2042 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
49.2042 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
49.2042 	EXP 	target_image1: autoDraw = True
49.3899 	EXP 	window1: recordFrameIntervals = False
49.4046 	EXP 	target_image1: autoDraw = False
49.4047 	EXP 	window1: recordFrameIntervals = True
49.7211 	EXP 	probe_image1: autoDraw = True
49.9233 	EXP 	probe_image1: autoDraw = False
50.4434 	DATA 	Keypress: s
50.4544 	EXP 	target_image1: autoDraw = False
50.4544 	EXP 	probe_image1: autoDraw = False
50.4544 	EXP 	haus_instructions: autoDraw = True
52.2285 	EXP 	Imported trials24.csv as conditions, 24 conditions, 1 params
52.2287 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
52.2291 	EXP 	New trial (rep=0, index=0): OrderedDict([('trialNum', 0)])
52.2438 	DATA 	Keypress: space
52.2550 	EXP 	haus_instructions: autoDraw = False
52.2550 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/eomu.tif'
52.2550 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/eomu.tif'
52.2550 	EXP 	target_image2: autoDraw = True
52.4398 	EXP 	window1: recordFrameIntervals = False
52.4547 	EXP 	target_image2: autoDraw = False
52.4548 	EXP 	window1: recordFrameIntervals = True
52.7711 	EXP 	probe_image2: autoDraw = True
52.9714 	EXP 	probe_image2: autoDraw = False
53.9075 	EXP 	New trial (rep=0, index=1): OrderedDict([('trialNum', 1)])
53.9163 	DATA 	Keypress: s
53.9205 	EXP 	target_image2: autoDraw = False
53.9205 	EXP 	probe_image2: autoDraw = False
53.9205 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/eimd.tif'
53.9205 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Spacing_Set/eimd.tif'
