2.0754 	WARNING 	psychopy.parallel has been imported on a Mac (which doesn't have a parallel port?)
11.2758 	EXP 	Created probe_image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
11.6690 	EXP 	Created haus_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='haus_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
12.0507 	EXP 	Created target_image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
12.0520 	EXP 	Created probe_image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
12.4366 	EXP 	Created face_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='face_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
12.8271 	EXP 	Created target_image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
12.8285 	EXP 	Created probe_image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
13.2280 	EXP 	Created haus_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='haus_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
13.6117 	EXP 	Created target_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
13.6128 	EXP 	Created probe_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
13.9944 	EXP 	Created sequence: sequential, trialTypes=1, nReps=2, seed=None
13.9946 	EXP 	New trial (rep=0, index=0): None
14.0272 	WARNING 	t of last frame was 3608.11ms (=1/0)
14.0272 	EXP 	face_instructions: autoDraw = True
14.0609 	WARNING 	t of last frame was 33.68ms (=1/29)
14.0922 	WARNING 	t of last frame was 31.33ms (=1/31)
14.1146 	WARNING 	t of last frame was 22.32ms (=1/44)
15.4582 	EXP 	Imported trials24.csv as conditions, 24 conditions, 1 params
15.4585 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
15.4587 	EXP 	New trial (rep=0, index=0): OrderedDict([('trialNum', 0)])
15.4792 	DATA 	Keypress: space
15.4983 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
15.4983 	EXP 	face_instructions: autoDraw = False
15.4983 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
15.4983 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
15.4983 	EXP 	target_image1: autoDraw = True
15.6677 	EXP 	window1: recordFrameIntervals = False
15.6862 	EXP 	window1: recordFrameIntervals = True
15.9925 	EXP 	target_image1: autoDraw = False
16.0143 	EXP 	probe_image1: autoDraw = True
16.2175 	EXP 	probe_image1: autoDraw = False
17.0689 	EXP 	New trial (rep=0, index=1): OrderedDict([('trialNum', 1)])
17.0761 	DATA 	Keypress: d
17.0839 	EXP 	target_image1: autoDraw = False
17.0839 	EXP 	probe_image1: autoDraw = False
17.0839 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
17.0839 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
17.0839 	EXP 	target_image1: autoDraw = True
17.2676 	EXP 	window1: recordFrameIntervals = False
17.2859 	EXP 	target_image1: autoDraw = False
17.2861 	EXP 	window1: recordFrameIntervals = True
17.6142 	EXP 	probe_image1: autoDraw = True
17.8176 	EXP 	probe_image1: autoDraw = False
18.4014 	EXP 	New trial (rep=0, index=2): OrderedDict([('trialNum', 2)])
18.4091 	DATA 	Keypress: s
18.4173 	EXP 	target_image1: autoDraw = False
18.4173 	EXP 	probe_image1: autoDraw = False
18.4173 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
18.4173 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
18.4173 	EXP 	target_image1: autoDraw = True
18.6028 	EXP 	window1: recordFrameIntervals = False
18.6177 	EXP 	target_image1: autoDraw = False
18.6178 	EXP 	window1: recordFrameIntervals = True
18.9336 	EXP 	probe_image1: autoDraw = True
19.1360 	EXP 	probe_image1: autoDraw = False
19.7183 	EXP 	New trial (rep=0, index=3): OrderedDict([('trialNum', 3)])
19.7257 	DATA 	Keypress: d
19.7343 	EXP 	target_image1: autoDraw = False
19.7343 	EXP 	probe_image1: autoDraw = False
19.7343 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
19.7343 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
19.7343 	EXP 	target_image1: autoDraw = True
19.9193 	EXP 	window1: recordFrameIntervals = False
19.9342 	EXP 	target_image1: autoDraw = False
19.9343 	EXP 	window1: recordFrameIntervals = True
20.2504 	EXP 	probe_image1: autoDraw = True
20.4509 	EXP 	probe_image1: autoDraw = False
21.1548 	EXP 	New trial (rep=0, index=4): OrderedDict([('trialNum', 4)])
21.1640 	DATA 	Keypress: s
21.1859 	EXP 	target_image1: autoDraw = False
21.1859 	EXP 	probe_image1: autoDraw = False
21.1859 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
21.1859 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
21.1859 	EXP 	target_image1: autoDraw = True
21.3677 	EXP 	window1: recordFrameIntervals = False
21.3861 	EXP 	window1: recordFrameIntervals = True
21.6926 	EXP 	target_image1: autoDraw = False
21.7143 	EXP 	probe_image1: autoDraw = True
21.9176 	EXP 	probe_image1: autoDraw = False
22.4348 	EXP 	New trial (rep=0, index=5): OrderedDict([('trialNum', 5)])
22.4416 	DATA 	Keypress: d
22.4506 	EXP 	target_image1: autoDraw = False
22.4506 	EXP 	probe_image1: autoDraw = False
22.4506 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
22.4506 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
22.4506 	EXP 	target_image1: autoDraw = True
22.6361 	EXP 	window1: recordFrameIntervals = False
22.6508 	EXP 	target_image1: autoDraw = False
22.6509 	EXP 	window1: recordFrameIntervals = True
22.9671 	EXP 	probe_image1: autoDraw = True
23.1675 	EXP 	probe_image1: autoDraw = False
24.8689 	EXP 	New trial (rep=0, index=6): OrderedDict([('trialNum', 6)])
24.8763 	DATA 	Keypress: s
24.8841 	EXP 	target_image1: autoDraw = False
24.8841 	EXP 	probe_image1: autoDraw = False
24.8841 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
24.8841 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
24.8841 	EXP 	target_image1: autoDraw = True
25.0678 	EXP 	window1: recordFrameIntervals = False
25.0860 	EXP 	target_image1: autoDraw = False
25.0862 	EXP 	window1: recordFrameIntervals = True
25.4143 	EXP 	probe_image1: autoDraw = True
25.6176 	EXP 	probe_image1: autoDraw = False
26.0704 	EXP 	New trial (rep=0, index=7): OrderedDict([('trialNum', 7)])
26.0809 	DATA 	Keypress: s
26.1028 	EXP 	target_image1: autoDraw = False
26.1028 	EXP 	probe_image1: autoDraw = False
26.1028 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
26.1028 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
26.1028 	EXP 	target_image1: autoDraw = True
26.2688 	EXP 	window1: recordFrameIntervals = False
26.2838 	EXP 	window1: recordFrameIntervals = True
26.6006 	EXP 	target_image1: autoDraw = False
26.6006 	EXP 	probe_image1: autoDraw = True
26.8027 	EXP 	probe_image1: autoDraw = False
27.5537 	EXP 	New trial (rep=0, index=8): OrderedDict([('trialNum', 8)])
27.5606 	DATA 	Keypress: s
27.5672 	EXP 	target_image1: autoDraw = False
27.5672 	EXP 	probe_image1: autoDraw = False
27.5672 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
27.5672 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
27.5672 	EXP 	target_image1: autoDraw = True
27.7512 	EXP 	window1: recordFrameIntervals = False
27.7692 	EXP 	target_image1: autoDraw = False
27.7693 	EXP 	window1: recordFrameIntervals = True
28.0977 	EXP 	probe_image1: autoDraw = True
28.3009 	EXP 	probe_image1: autoDraw = False
28.9543 	EXP 	New trial (rep=0, index=9): OrderedDict([('trialNum', 9)])
28.9627 	DATA 	Keypress: d
28.9673 	EXP 	target_image1: autoDraw = False
28.9673 	EXP 	probe_image1: autoDraw = False
28.9673 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
28.9673 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
28.9673 	EXP 	target_image1: autoDraw = True
29.1528 	EXP 	window1: recordFrameIntervals = False
29.1676 	EXP 	target_image1: autoDraw = False
29.1678 	EXP 	window1: recordFrameIntervals = True
29.4839 	EXP 	probe_image1: autoDraw = True
29.6844 	EXP 	probe_image1: autoDraw = False
30.3049 	EXP 	New trial (rep=0, index=10): OrderedDict([('trialNum', 10)])
30.3133 	DATA 	Keypress: d
30.3178 	EXP 	target_image1: autoDraw = False
30.3178 	EXP 	probe_image1: autoDraw = False
30.3178 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
30.3178 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
30.3178 	EXP 	target_image1: autoDraw = True
30.5029 	EXP 	window1: recordFrameIntervals = False
30.5176 	EXP 	target_image1: autoDraw = False
30.5178 	EXP 	window1: recordFrameIntervals = True
30.8339 	EXP 	probe_image1: autoDraw = True
31.0360 	EXP 	probe_image1: autoDraw = False
31.4037 	EXP 	New trial (rep=0, index=11): OrderedDict([('trialNum', 11)])
31.4110 	DATA 	Keypress: s
31.4168 	EXP 	target_image1: autoDraw = False
31.4168 	EXP 	probe_image1: autoDraw = False
31.4168 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
31.4168 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
31.4168 	EXP 	target_image1: autoDraw = True
31.6029 	EXP 	window1: recordFrameIntervals = False
31.6177 	EXP 	target_image1: autoDraw = False
31.6178 	EXP 	window1: recordFrameIntervals = True
31.9337 	EXP 	probe_image1: autoDraw = True
32.1344 	EXP 	probe_image1: autoDraw = False
32.6522 	EXP 	New trial (rep=0, index=12): OrderedDict([('trialNum', 12)])
32.6595 	DATA 	Keypress: d
32.6676 	EXP 	target_image1: autoDraw = False
32.6676 	EXP 	probe_image1: autoDraw = False
32.6676 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
32.6676 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
32.6676 	EXP 	target_image1: autoDraw = True
32.8530 	EXP 	window1: recordFrameIntervals = False
32.8678 	EXP 	target_image1: autoDraw = False
32.8679 	EXP 	window1: recordFrameIntervals = True
33.1836 	EXP 	probe_image1: autoDraw = True
33.3844 	EXP 	probe_image1: autoDraw = False
34.0188 	EXP 	New trial (rep=0, index=13): OrderedDict([('trialNum', 13)])
34.0266 	DATA 	Keypress: s
34.0341 	EXP 	target_image1: autoDraw = False
34.0341 	EXP 	probe_image1: autoDraw = False
34.0341 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
34.0341 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
34.0341 	EXP 	target_image1: autoDraw = True
34.2179 	EXP 	window1: recordFrameIntervals = False
34.2361 	EXP 	target_image1: autoDraw = False
34.2362 	EXP 	window1: recordFrameIntervals = True
34.5644 	EXP 	probe_image1: autoDraw = True
34.7677 	EXP 	probe_image1: autoDraw = False
35.2381 	EXP 	New trial (rep=0, index=14): OrderedDict([('trialNum', 14)])
35.2466 	DATA 	Keypress: d
35.2513 	EXP 	target_image1: autoDraw = False
35.2513 	EXP 	probe_image1: autoDraw = False
35.2513 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
35.2513 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
35.2513 	EXP 	target_image1: autoDraw = True
35.4510 	EXP 	target_image1: autoDraw = False
35.4512 	EXP 	window1: recordFrameIntervals = False
35.4694 	EXP 	window1: recordFrameIntervals = True
35.7978 	EXP 	probe_image1: autoDraw = True
36.0028 	EXP 	probe_image1: autoDraw = False
36.5527 	EXP 	New trial (rep=0, index=15): OrderedDict([('trialNum', 15)])
36.5604 	DATA 	Keypress: d
36.5674 	EXP 	target_image1: autoDraw = False
36.5674 	EXP 	probe_image1: autoDraw = False
36.5674 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
36.5674 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
36.5674 	EXP 	target_image1: autoDraw = True
36.7512 	EXP 	window1: recordFrameIntervals = False
36.7677 	EXP 	target_image1: autoDraw = False
36.7679 	EXP 	window1: recordFrameIntervals = True
37.0978 	EXP 	probe_image1: autoDraw = True
37.3010 	EXP 	probe_image1: autoDraw = False
38.5037 	EXP 	New trial (rep=0, index=16): OrderedDict([('trialNum', 16)])
38.5121 	DATA 	Keypress: s
38.5171 	EXP 	target_image1: autoDraw = False
38.5171 	EXP 	probe_image1: autoDraw = False
38.5171 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
38.5171 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
38.5171 	EXP 	target_image1: autoDraw = True
38.7030 	EXP 	window1: recordFrameIntervals = False
38.7177 	EXP 	target_image1: autoDraw = False
38.7178 	EXP 	window1: recordFrameIntervals = True
39.0340 	EXP 	probe_image1: autoDraw = True
39.2344 	EXP 	probe_image1: autoDraw = False
40.7550 	EXP 	New trial (rep=0, index=17): OrderedDict([('trialNum', 17)])
40.7648 	DATA 	Keypress: s
40.7862 	EXP 	target_image1: autoDraw = False
40.7862 	EXP 	probe_image1: autoDraw = False
40.7862 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
40.7862 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
40.7862 	EXP 	target_image1: autoDraw = True
40.9678 	EXP 	window1: recordFrameIntervals = False
40.9865 	EXP 	window1: recordFrameIntervals = True
41.2927 	EXP 	target_image1: autoDraw = False
41.3145 	EXP 	probe_image1: autoDraw = True
41.5178 	EXP 	probe_image1: autoDraw = False
42.2523 	EXP 	New trial (rep=0, index=18): OrderedDict([('trialNum', 18)])
42.2584 	DATA 	Keypress: d
42.2678 	EXP 	target_image1: autoDraw = False
42.2678 	EXP 	probe_image1: autoDraw = False
42.2678 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
42.2678 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
42.2678 	EXP 	target_image1: autoDraw = True
42.4511 	EXP 	window1: recordFrameIntervals = False
42.4694 	EXP 	target_image1: autoDraw = False
42.4695 	EXP 	window1: recordFrameIntervals = True
42.7978 	EXP 	probe_image1: autoDraw = True
43.0011 	EXP 	probe_image1: autoDraw = False
44.5717 	EXP 	New trial (rep=0, index=19): OrderedDict([('trialNum', 19)])
44.5811 	DATA 	Keypress: d
44.6029 	EXP 	target_image1: autoDraw = False
44.6029 	EXP 	probe_image1: autoDraw = False
44.6029 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
44.6029 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
44.6029 	EXP 	target_image1: autoDraw = True
44.7846 	EXP 	window1: recordFrameIntervals = False
44.8030 	EXP 	window1: recordFrameIntervals = True
45.1092 	EXP 	target_image1: autoDraw = False
45.1310 	EXP 	probe_image1: autoDraw = True
45.3343 	EXP 	probe_image1: autoDraw = False
46.2882 	EXP 	New trial (rep=0, index=20): OrderedDict([('trialNum', 20)])
46.2967 	DATA 	Keypress: d
46.3013 	EXP 	target_image1: autoDraw = False
46.3013 	EXP 	probe_image1: autoDraw = False
46.3013 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
46.3013 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
46.3013 	EXP 	target_image1: autoDraw = True
46.5009 	EXP 	target_image1: autoDraw = False
46.5010 	EXP 	window1: recordFrameIntervals = False
46.5192 	EXP 	window1: recordFrameIntervals = True
46.8479 	EXP 	probe_image1: autoDraw = True
47.0509 	EXP 	probe_image1: autoDraw = False
47.5702 	EXP 	New trial (rep=0, index=21): OrderedDict([('trialNum', 21)])
47.5761 	DATA 	Keypress: s
47.5841 	EXP 	target_image1: autoDraw = False
47.5841 	EXP 	probe_image1: autoDraw = False
47.5841 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
47.5841 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
47.5841 	EXP 	target_image1: autoDraw = True
47.7694 	EXP 	window1: recordFrameIntervals = False
47.7842 	EXP 	target_image1: autoDraw = False
47.7843 	EXP 	window1: recordFrameIntervals = True
48.1004 	EXP 	probe_image1: autoDraw = True
48.3009 	EXP 	probe_image1: autoDraw = False
48.7179 	EXP 	New trial (rep=0, index=22): OrderedDict([('trialNum', 22)])
48.7236 	DATA 	Keypress: s
48.7337 	EXP 	target_image1: autoDraw = False
48.7337 	EXP 	probe_image1: autoDraw = False
48.7337 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
48.7337 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
48.7337 	EXP 	target_image1: autoDraw = True
48.9176 	EXP 	window1: recordFrameIntervals = False
48.9360 	EXP 	target_image1: autoDraw = False
48.9361 	EXP 	window1: recordFrameIntervals = True
49.2638 	EXP 	probe_image1: autoDraw = True
49.4675 	EXP 	probe_image1: autoDraw = False
49.8882 	EXP 	New trial (rep=0, index=23): OrderedDict([('trialNum', 23)])
49.8967 	DATA 	Keypress: s
49.9014 	EXP 	target_image1: autoDraw = False
49.9014 	EXP 	probe_image1: autoDraw = False
49.9014 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
49.9014 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
49.9014 	EXP 	target_image1: autoDraw = True
50.1013 	EXP 	target_image1: autoDraw = False
50.1015 	EXP 	window1: recordFrameIntervals = False
50.1200 	EXP 	window1: recordFrameIntervals = True
50.4476 	EXP 	probe_image1: autoDraw = True
50.6511 	EXP 	probe_image1: autoDraw = False
51.1913 	DATA 	Keypress: d
51.2012 	EXP 	target_image1: autoDraw = False
51.2012 	EXP 	probe_image1: autoDraw = False
51.2012 	EXP 	haus_instructions: autoDraw = True
59.6054 	EXP 	Imported trials24.csv as conditions, 24 conditions, 1 params
59.6056 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
59.6059 	EXP 	New trial (rep=0, index=0): OrderedDict([('trialNum', 0)])
59.6133 	DATA 	Keypress: space
59.6176 	EXP 	haus_instructions: autoDraw = False
59.6176 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
59.6176 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
59.6176 	EXP 	target_image2: autoDraw = True
59.8179 	EXP 	target_image2: autoDraw = False
59.8181 	EXP 	window1: recordFrameIntervals = False
59.8361 	EXP 	window1: recordFrameIntervals = True
60.1646 	EXP 	probe_image2: autoDraw = True
60.3695 	EXP 	probe_image2: autoDraw = False
60.9534 	EXP 	New trial (rep=0, index=1): OrderedDict([('trialNum', 1)])
60.9600 	DATA 	Keypress: s
60.9675 	EXP 	target_image2: autoDraw = False
60.9675 	EXP 	probe_image2: autoDraw = False
60.9675 	EXP 	target_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
60.9675 	EXP 	probe_image2: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
60.9675 	EXP 	target_image2: autoDraw = True
