2.8864 	WARNING 	psychopy.parallel has been imported on a Mac (which doesn't have a parallel port?)
13.3977 	EXP 	Created probe_image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
13.7803 	EXP 	Created haus_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='haus_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
14.1755 	EXP 	Created target_image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
14.1766 	EXP 	Created probe_image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
14.5671 	EXP 	Created face_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='face_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
14.9483 	EXP 	Created target_image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
14.9496 	EXP 	Created probe_image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
15.3363 	EXP 	Created haus_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='haus_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
15.7114 	EXP 	Created target_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
15.7124 	EXP 	Created probe_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
16.0869 	EXP 	Created sequence: sequential, trialTypes=1, nReps=2, seed=None
16.0871 	EXP 	New trial (rep=0, index=0): None
16.1261 	WARNING 	t of last frame was 3607.77ms (=1/0)
16.1261 	EXP 	face_instructions: autoDraw = True
16.1485 	WARNING 	t of last frame was 22.42ms (=1/44)
16.1705 	WARNING 	t of last frame was 21.94ms (=1/45)
17.3957 	EXP 	Imported trials24.csv as conditions, 24 conditions, 1 params
17.3960 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
17.3963 	EXP 	New trial (rep=0, index=0): OrderedDict([('trialNum', 0)])
17.4280 	DATA 	Keypress: space
17.4487 	WARNING 	t of last frame was 61.80ms (=1/16)
17.4487 	EXP 	face_instructions: autoDraw = False
17.4487 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
17.4487 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
17.4487 	EXP 	target_image1: autoDraw = True
17.4697 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
17.6184 	EXP 	window1: recordFrameIntervals = False
17.6370 	EXP 	window1: recordFrameIntervals = True
17.9430 	EXP 	target_image1: autoDraw = False
17.9650 	EXP 	probe_image1: autoDraw = True
18.1699 	EXP 	probe_image1: autoDraw = False
18.9879 	EXP 	New trial (rep=0, index=1): OrderedDict([('trialNum', 1)])
18.9954 	DATA 	Keypress: s
19.0007 	EXP 	target_image1: autoDraw = False
19.0007 	EXP 	probe_image1: autoDraw = False
19.0007 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
19.0007 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
19.0007 	EXP 	target_image1: autoDraw = True
19.1866 	EXP 	window1: recordFrameIntervals = False
19.2014 	EXP 	target_image1: autoDraw = False
19.2015 	EXP 	window1: recordFrameIntervals = True
19.5176 	EXP 	probe_image1: autoDraw = True
19.7181 	EXP 	probe_image1: autoDraw = False
20.0886 	EXP 	New trial (rep=0, index=2): OrderedDict([('trialNum', 2)])
20.0970 	DATA 	Keypress: d
20.1016 	EXP 	target_image1: autoDraw = False
20.1016 	EXP 	probe_image1: autoDraw = False
20.1016 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
20.1016 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
20.1016 	EXP 	target_image1: autoDraw = True
20.3032 	EXP 	target_image1: autoDraw = False
20.3033 	EXP 	window1: recordFrameIntervals = False
20.3181 	EXP 	window1: recordFrameIntervals = True
20.6342 	EXP 	probe_image1: autoDraw = True
20.8347 	EXP 	probe_image1: autoDraw = False
21.1204 	EXP 	New trial (rep=0, index=3): OrderedDict([('trialNum', 3)])
21.1280 	DATA 	Keypress: s
21.1344 	EXP 	target_image1: autoDraw = False
21.1344 	EXP 	probe_image1: autoDraw = False
21.1344 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
21.1344 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
21.1344 	EXP 	target_image1: autoDraw = True
21.3202 	EXP 	window1: recordFrameIntervals = False
21.3348 	EXP 	target_image1: autoDraw = False
21.3349 	EXP 	window1: recordFrameIntervals = True
21.6511 	EXP 	probe_image1: autoDraw = True
21.8514 	EXP 	probe_image1: autoDraw = False
22.4028 	EXP 	New trial (rep=0, index=4): OrderedDict([('trialNum', 4)])
22.4143 	DATA 	Keypress: s
22.4365 	EXP 	target_image1: autoDraw = False
22.4365 	EXP 	probe_image1: autoDraw = False
22.4365 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
22.4365 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
22.4365 	EXP 	target_image1: autoDraw = True
22.6015 	EXP 	window1: recordFrameIntervals = False
22.6198 	EXP 	window1: recordFrameIntervals = True
22.9265 	EXP 	target_image1: autoDraw = False
22.9480 	EXP 	probe_image1: autoDraw = True
23.1515 	EXP 	probe_image1: autoDraw = False
23.8889 	EXP 	New trial (rep=0, index=5): OrderedDict([('trialNum', 5)])
23.8981 	DATA 	Keypress: d
23.9199 	EXP 	target_image1: autoDraw = False
23.9199 	EXP 	probe_image1: autoDraw = False
23.9199 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
23.9199 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
23.9199 	EXP 	target_image1: autoDraw = True
24.1009 	EXP 	window1: recordFrameIntervals = False
24.1198 	EXP 	window1: recordFrameIntervals = True
24.4265 	EXP 	target_image1: autoDraw = False
24.4482 	EXP 	probe_image1: autoDraw = True
24.6514 	EXP 	probe_image1: autoDraw = False
25.1865 	EXP 	New trial (rep=0, index=6): OrderedDict([('trialNum', 6)])
25.1942 	DATA 	Keypress: s
25.2012 	EXP 	target_image1: autoDraw = False
25.2012 	EXP 	probe_image1: autoDraw = False
25.2012 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
25.2012 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
25.2012 	EXP 	target_image1: autoDraw = True
25.3848 	EXP 	window1: recordFrameIntervals = False
25.4032 	EXP 	target_image1: autoDraw = False
25.4033 	EXP 	window1: recordFrameIntervals = True
25.7315 	EXP 	probe_image1: autoDraw = True
25.9365 	EXP 	probe_image1: autoDraw = False
26.8528 	EXP 	New trial (rep=0, index=7): OrderedDict([('trialNum', 7)])
26.8593 	DATA 	Keypress: d
26.8678 	EXP 	target_image1: autoDraw = False
26.8678 	EXP 	probe_image1: autoDraw = False
26.8678 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
26.8678 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
26.8678 	EXP 	target_image1: autoDraw = True
27.0516 	EXP 	window1: recordFrameIntervals = False
27.0700 	EXP 	target_image1: autoDraw = False
27.0701 	EXP 	window1: recordFrameIntervals = True
27.3982 	EXP 	probe_image1: autoDraw = True
27.6014 	EXP 	probe_image1: autoDraw = False
28.0544 	EXP 	New trial (rep=0, index=8): OrderedDict([('trialNum', 8)])
28.0624 	DATA 	Keypress: s
28.0676 	EXP 	target_image1: autoDraw = False
28.0676 	EXP 	probe_image1: autoDraw = False
28.0676 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
28.0676 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
28.0676 	EXP 	target_image1: autoDraw = True
28.2518 	EXP 	window1: recordFrameIntervals = False
28.2700 	EXP 	target_image1: autoDraw = False
28.2702 	EXP 	window1: recordFrameIntervals = True
28.5985 	EXP 	probe_image1: autoDraw = True
28.8034 	EXP 	probe_image1: autoDraw = False
29.2528 	EXP 	New trial (rep=0, index=9): OrderedDict([('trialNum', 9)])
29.2594 	DATA 	Keypress: s
29.2680 	EXP 	target_image1: autoDraw = False
29.2680 	EXP 	probe_image1: autoDraw = False
29.2680 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
29.2680 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
29.2680 	EXP 	target_image1: autoDraw = True
29.4536 	EXP 	window1: recordFrameIntervals = False
29.4684 	EXP 	target_image1: autoDraw = False
29.4685 	EXP 	window1: recordFrameIntervals = True
29.7846 	EXP 	probe_image1: autoDraw = True
29.9852 	EXP 	probe_image1: autoDraw = False
31.0722 	EXP 	New trial (rep=0, index=10): OrderedDict([('trialNum', 10)])
31.0808 	DATA 	Keypress: d
31.1034 	EXP 	target_image1: autoDraw = False
31.1034 	EXP 	probe_image1: autoDraw = False
31.1034 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
31.1034 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
31.1034 	EXP 	target_image1: autoDraw = True
31.2852 	EXP 	window1: recordFrameIntervals = False
31.3035 	EXP 	window1: recordFrameIntervals = True
31.6099 	EXP 	target_image1: autoDraw = False
31.6317 	EXP 	probe_image1: autoDraw = True
31.8351 	EXP 	probe_image1: autoDraw = False
32.4536 	EXP 	New trial (rep=0, index=11): OrderedDict([('trialNum', 11)])
32.4620 	DATA 	Keypress: d
32.4678 	EXP 	target_image1: autoDraw = False
32.4678 	EXP 	probe_image1: autoDraw = False
32.4678 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
32.4678 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
32.4678 	EXP 	target_image1: autoDraw = True
32.6518 	EXP 	window1: recordFrameIntervals = False
32.6702 	EXP 	target_image1: autoDraw = False
32.6703 	EXP 	window1: recordFrameIntervals = True
32.9982 	EXP 	probe_image1: autoDraw = True
33.2016 	EXP 	probe_image1: autoDraw = False
34.0713 	EXP 	New trial (rep=0, index=12): OrderedDict([('trialNum', 12)])
34.0782 	DATA 	Keypress: s
34.0843 	EXP 	target_image1: autoDraw = False
34.0843 	EXP 	probe_image1: autoDraw = False
34.0843 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
34.0843 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
34.0843 	EXP 	target_image1: autoDraw = True
34.2684 	EXP 	window1: recordFrameIntervals = False
34.2865 	EXP 	target_image1: autoDraw = False
34.2867 	EXP 	window1: recordFrameIntervals = True
34.6148 	EXP 	probe_image1: autoDraw = True
34.8181 	EXP 	probe_image1: autoDraw = False
35.7204 	EXP 	New trial (rep=0, index=13): OrderedDict([('trialNum', 13)])
35.7289 	DATA 	Keypress: d
35.7343 	EXP 	target_image1: autoDraw = False
35.7343 	EXP 	probe_image1: autoDraw = False
35.7343 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
35.7343 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
35.7343 	EXP 	target_image1: autoDraw = True
35.9205 	EXP 	window1: recordFrameIntervals = False
35.9350 	EXP 	target_image1: autoDraw = False
35.9352 	EXP 	window1: recordFrameIntervals = True
36.2511 	EXP 	probe_image1: autoDraw = True
36.4517 	EXP 	probe_image1: autoDraw = False
37.0868 	EXP 	New trial (rep=0, index=14): OrderedDict([('trialNum', 14)])
37.0950 	DATA 	Keypress: s
37.1013 	EXP 	target_image1: autoDraw = False
37.1013 	EXP 	probe_image1: autoDraw = False
37.1013 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
37.1013 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
37.1013 	EXP 	target_image1: autoDraw = True
37.2859 	EXP 	window1: recordFrameIntervals = False
37.3033 	EXP 	target_image1: autoDraw = False
37.3035 	EXP 	window1: recordFrameIntervals = True
37.6177 	EXP 	probe_image1: autoDraw = True
37.8182 	EXP 	probe_image1: autoDraw = False
38.4208 	EXP 	New trial (rep=0, index=15): OrderedDict([('trialNum', 15)])
38.4295 	DATA 	Keypress: s
38.4342 	EXP 	target_image1: autoDraw = False
38.4342 	EXP 	probe_image1: autoDraw = False
38.4342 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
38.4342 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
38.4342 	EXP 	target_image1: autoDraw = True
38.6203 	EXP 	window1: recordFrameIntervals = False
38.6351 	EXP 	target_image1: autoDraw = False
38.6352 	EXP 	window1: recordFrameIntervals = True
38.9511 	EXP 	probe_image1: autoDraw = True
39.1518 	EXP 	probe_image1: autoDraw = False
39.7862 	EXP 	New trial (rep=0, index=16): OrderedDict([('trialNum', 16)])
40.0616 	EXP 	window1: mouseVisible = True
