3.2752 	WARNING 	psychopy.parallel has been imported on a Mac (which doesn't have a parallel port?)
13.0246 	EXP 	Created target_image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
13.0257 	EXP 	Created probe_image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
13.4326 	EXP 	Created haus_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='haus_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
13.8218 	EXP 	Created target_image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
13.8228 	EXP 	Created probe_image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
14.2142 	EXP 	Created face_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='face_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
14.5999 	EXP 	Created target_image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
14.6010 	EXP 	Created probe_image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
14.9937 	EXP 	Created haus_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='haus_instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
15.3855 	EXP 	Created target_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
15.3866 	EXP 	Created probe_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=512, units='deg', win=Window(...))
15.7766 	EXP 	Created sequence: sequential, trialTypes=1, nReps=2, seed=None
15.7767 	EXP 	New trial (rep=0, index=0): None
15.8065 	WARNING 	t of last frame was 3706.31ms (=1/0)
15.8065 	EXP 	face_instructions: autoDraw = True
17.2723 	EXP 	Imported trials24.csv as conditions, 24 conditions, 1 params
17.2726 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
17.2729 	EXP 	New trial (rep=0, index=0): OrderedDict([('trialNum', 0)])
17.3207 	DATA 	Keypress: space
17.3446 	WARNING 	t of last frame was 80.50ms (=1/12)
17.3446 	EXP 	face_instructions: autoDraw = False
17.3446 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
17.3446 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
17.3446 	EXP 	target_image1: autoDraw = True
17.3667 	WARNING 	t of last frame was 22.08ms (=1/45)
17.5152 	EXP 	window1: recordFrameIntervals = False
17.5338 	EXP 	window1: recordFrameIntervals = True
17.8399 	EXP 	target_image1: autoDraw = False
17.8618 	WARNING 	t of last frame was 21.94ms (=1/45)
17.8618 	EXP 	probe_image1: autoDraw = True
17.8835 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
18.0649 	EXP 	probe_image1: autoDraw = False
19.0000 	EXP 	New trial (rep=0, index=1): OrderedDict([('trialNum', 1)])
19.0068 	DATA 	Keypress: s
19.0147 	EXP 	target_image1: autoDraw = False
19.0147 	EXP 	probe_image1: autoDraw = False
19.0147 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
19.0147 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
19.0147 	EXP 	target_image1: autoDraw = True
19.1983 	EXP 	window1: recordFrameIntervals = False
19.2166 	EXP 	target_image1: autoDraw = False
19.2167 	EXP 	window1: recordFrameIntervals = True
19.5448 	EXP 	probe_image1: autoDraw = True
19.7482 	EXP 	probe_image1: autoDraw = False
20.3994 	EXP 	New trial (rep=0, index=2): OrderedDict([('trialNum', 2)])
20.4167 	DATA 	Keypress: s
20.4315 	EXP 	target_image1: autoDraw = False
20.4315 	EXP 	probe_image1: autoDraw = False
20.4315 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
20.4315 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
20.4315 	EXP 	target_image1: autoDraw = True
20.5984 	EXP 	window1: recordFrameIntervals = False
20.6167 	EXP 	window1: recordFrameIntervals = True
20.9234 	EXP 	target_image1: autoDraw = False
20.9450 	EXP 	probe_image1: autoDraw = True
21.1500 	EXP 	probe_image1: autoDraw = False
21.5855 	EXP 	New trial (rep=0, index=3): OrderedDict([('trialNum', 3)])
21.5935 	DATA 	Keypress: d
21.5980 	EXP 	target_image1: autoDraw = False
21.5980 	EXP 	probe_image1: autoDraw = False
21.5980 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
21.5980 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
21.5980 	EXP 	target_image1: autoDraw = True
21.8004 	EXP 	target_image1: autoDraw = False
21.8005 	EXP 	window1: recordFrameIntervals = False
21.8150 	EXP 	window1: recordFrameIntervals = True
22.1311 	EXP 	probe_image1: autoDraw = True
22.3313 	EXP 	probe_image1: autoDraw = False
22.6182 	EXP 	New trial (rep=0, index=4): OrderedDict([('trialNum', 4)])
22.6255 	DATA 	Keypress: d
22.6312 	EXP 	target_image1: autoDraw = False
22.6312 	EXP 	probe_image1: autoDraw = False
22.6312 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
22.6312 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
22.6312 	EXP 	target_image1: autoDraw = True
22.8151 	EXP 	window1: recordFrameIntervals = False
22.8335 	EXP 	target_image1: autoDraw = False
22.8336 	EXP 	window1: recordFrameIntervals = True
23.1617 	EXP 	probe_image1: autoDraw = True
23.3667 	EXP 	probe_image1: autoDraw = False
24.2854 	EXP 	New trial (rep=0, index=5): OrderedDict([('trialNum', 5)])
24.2937 	DATA 	Keypress: d
24.2981 	EXP 	target_image1: autoDraw = False
24.2981 	EXP 	probe_image1: autoDraw = False
24.2981 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
24.2981 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
24.2981 	EXP 	target_image1: autoDraw = True
24.4999 	EXP 	target_image1: autoDraw = False
24.5000 	EXP 	window1: recordFrameIntervals = False
24.5149 	EXP 	window1: recordFrameIntervals = True
24.8311 	EXP 	probe_image1: autoDraw = True
25.0318 	EXP 	probe_image1: autoDraw = False
25.4676 	EXP 	New trial (rep=0, index=6): OrderedDict([('trialNum', 6)])
25.4787 	DATA 	Keypress: s
25.5000 	EXP 	target_image1: autoDraw = False
25.5000 	EXP 	probe_image1: autoDraw = False
25.5000 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
25.5000 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
25.5000 	EXP 	target_image1: autoDraw = True
25.6819 	EXP 	window1: recordFrameIntervals = False
25.7002 	EXP 	window1: recordFrameIntervals = True
26.0067 	EXP 	target_image1: autoDraw = False
26.0283 	EXP 	probe_image1: autoDraw = True
26.2336 	EXP 	probe_image1: autoDraw = False
27.1660 	EXP 	New trial (rep=0, index=7): OrderedDict([('trialNum', 7)])
27.1729 	DATA 	Keypress: d
27.1817 	EXP 	target_image1: autoDraw = False
27.1817 	EXP 	probe_image1: autoDraw = False
27.1817 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
27.1817 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
27.1817 	EXP 	target_image1: autoDraw = True
27.3670 	EXP 	window1: recordFrameIntervals = False
27.3820 	EXP 	target_image1: autoDraw = False
27.3821 	EXP 	window1: recordFrameIntervals = True
27.6982 	EXP 	probe_image1: autoDraw = True
27.8987 	EXP 	probe_image1: autoDraw = False
28.7852 	EXP 	New trial (rep=0, index=8): OrderedDict([('trialNum', 8)])
28.7935 	DATA 	Keypress: s
28.7981 	EXP 	target_image1: autoDraw = False
28.7981 	EXP 	probe_image1: autoDraw = False
28.7981 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
28.7981 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
28.7981 	EXP 	target_image1: autoDraw = True
28.9839 	EXP 	window1: recordFrameIntervals = False
28.9988 	EXP 	target_image1: autoDraw = False
28.9989 	EXP 	window1: recordFrameIntervals = True
29.3147 	EXP 	probe_image1: autoDraw = True
29.5153 	EXP 	probe_image1: autoDraw = False
29.8190 	EXP 	New trial (rep=0, index=9): OrderedDict([('trialNum', 9)])
29.8273 	DATA 	Keypress: d
29.8320 	EXP 	target_image1: autoDraw = False
29.8320 	EXP 	probe_image1: autoDraw = False
29.8320 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
29.8320 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
29.8320 	EXP 	target_image1: autoDraw = True
30.0171 	EXP 	window1: recordFrameIntervals = False
30.0319 	EXP 	target_image1: autoDraw = False
30.0321 	EXP 	window1: recordFrameIntervals = True
30.3620 	EXP 	probe_image1: autoDraw = True
30.5654 	EXP 	probe_image1: autoDraw = False
31.8352 	EXP 	New trial (rep=0, index=10): OrderedDict([('trialNum', 10)])
31.8435 	DATA 	Keypress: d
31.8479 	EXP 	target_image1: autoDraw = False
31.8479 	EXP 	probe_image1: autoDraw = False
31.8479 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
31.8479 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
31.8479 	EXP 	target_image1: autoDraw = True
32.0485 	EXP 	target_image1: autoDraw = False
32.0487 	EXP 	window1: recordFrameIntervals = False
32.0671 	EXP 	window1: recordFrameIntervals = True
32.3953 	EXP 	probe_image1: autoDraw = True
32.5986 	EXP 	probe_image1: autoDraw = False
33.1846 	EXP 	New trial (rep=0, index=11): OrderedDict([('trialNum', 11)])
33.1922 	DATA 	Keypress: d
33.1983 	EXP 	target_image1: autoDraw = False
33.1983 	EXP 	probe_image1: autoDraw = False
33.1983 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
33.1983 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
33.1983 	EXP 	target_image1: autoDraw = True
33.3839 	EXP 	window1: recordFrameIntervals = False
33.3987 	EXP 	target_image1: autoDraw = False
33.3988 	EXP 	window1: recordFrameIntervals = True
33.7148 	EXP 	probe_image1: autoDraw = True
33.9174 	EXP 	probe_image1: autoDraw = False
34.2528 	EXP 	New trial (rep=0, index=12): OrderedDict([('trialNum', 12)])
34.2608 	DATA 	Keypress: s
34.2654 	EXP 	target_image1: autoDraw = False
34.2654 	EXP 	probe_image1: autoDraw = False
34.2654 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
34.2654 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
34.2654 	EXP 	target_image1: autoDraw = True
34.4506 	EXP 	window1: recordFrameIntervals = False
34.4654 	EXP 	target_image1: autoDraw = False
34.4655 	EXP 	window1: recordFrameIntervals = True
34.7816 	EXP 	probe_image1: autoDraw = True
34.9819 	EXP 	probe_image1: autoDraw = False
35.4498 	EXP 	New trial (rep=0, index=13): OrderedDict([('trialNum', 13)])
35.4577 	DATA 	Keypress: s
35.4650 	EXP 	target_image1: autoDraw = False
35.4650 	EXP 	probe_image1: autoDraw = False
35.4650 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
35.4650 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
35.4650 	EXP 	target_image1: autoDraw = True
35.6503 	EXP 	window1: recordFrameIntervals = False
35.6653 	EXP 	target_image1: autoDraw = False
35.6654 	EXP 	window1: recordFrameIntervals = True
35.9812 	EXP 	probe_image1: autoDraw = True
36.1817 	EXP 	probe_image1: autoDraw = False
37.3186 	EXP 	New trial (rep=0, index=14): OrderedDict([('trialNum', 14)])
37.3258 	DATA 	Keypress: s
37.3312 	EXP 	target_image1: autoDraw = False
37.3312 	EXP 	probe_image1: autoDraw = False
37.3312 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
37.3312 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
37.3312 	EXP 	target_image1: autoDraw = True
37.5152 	EXP 	window1: recordFrameIntervals = False
37.5336 	EXP 	target_image1: autoDraw = False
37.5337 	EXP 	window1: recordFrameIntervals = True
37.8617 	EXP 	probe_image1: autoDraw = True
38.0669 	EXP 	probe_image1: autoDraw = False
38.5860 	EXP 	New trial (rep=0, index=15): OrderedDict([('trialNum', 15)])
38.5949 	DATA 	Keypress: d
38.6169 	EXP 	target_image1: autoDraw = False
38.6169 	EXP 	probe_image1: autoDraw = False
38.6169 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
38.6169 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
38.6169 	EXP 	target_image1: autoDraw = True
38.7986 	EXP 	window1: recordFrameIntervals = False
38.8170 	EXP 	window1: recordFrameIntervals = True
39.1235 	EXP 	target_image1: autoDraw = False
39.1451 	EXP 	probe_image1: autoDraw = True
39.3484 	EXP 	probe_image1: autoDraw = False
40.1157 	EXP 	New trial (rep=0, index=16): OrderedDict([('trialNum', 16)])
40.1236 	DATA 	Keypress: s
40.1315 	EXP 	target_image1: autoDraw = False
40.1315 	EXP 	probe_image1: autoDraw = False
40.1315 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
40.1315 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
40.1315 	EXP 	target_image1: autoDraw = True
40.3171 	EXP 	window1: recordFrameIntervals = False
40.3319 	EXP 	target_image1: autoDraw = False
40.3321 	EXP 	window1: recordFrameIntervals = True
40.6479 	EXP 	probe_image1: autoDraw = True
40.8503 	EXP 	probe_image1: autoDraw = False
41.4493 	EXP 	New trial (rep=0, index=17): OrderedDict([('trialNum', 17)])
41.4560 	DATA 	Keypress: d
41.4651 	EXP 	target_image1: autoDraw = False
41.4651 	EXP 	probe_image1: autoDraw = False
41.4651 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
41.4651 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f15.tif'
41.4651 	EXP 	target_image1: autoDraw = True
41.6498 	EXP 	window1: recordFrameIntervals = False
41.6678 	EXP 	target_image1: autoDraw = False
41.6680 	EXP 	window1: recordFrameIntervals = True
41.9816 	EXP 	probe_image1: autoDraw = True
42.1820 	EXP 	probe_image1: autoDraw = False
43.0012 	EXP 	New trial (rep=0, index=18): OrderedDict([('trialNum', 18)])
43.0090 	DATA 	Keypress: s
43.0147 	EXP 	target_image1: autoDraw = False
43.0147 	EXP 	probe_image1: autoDraw = False
43.0147 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
43.0147 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
43.0147 	EXP 	target_image1: autoDraw = True
43.1997 	EXP 	window1: recordFrameIntervals = False
43.2176 	EXP 	target_image1: autoDraw = False
43.2177 	EXP 	window1: recordFrameIntervals = True
43.5315 	EXP 	probe_image1: autoDraw = True
43.7321 	EXP 	probe_image1: autoDraw = False
44.7681 	EXP 	New trial (rep=0, index=19): OrderedDict([('trialNum', 19)])
44.7753 	DATA 	Keypress: d
44.7815 	EXP 	target_image1: autoDraw = False
44.7815 	EXP 	probe_image1: autoDraw = False
44.7815 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f131.tif'
44.7815 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
44.7815 	EXP 	target_image1: autoDraw = True
44.9672 	EXP 	window1: recordFrameIntervals = False
44.9820 	EXP 	target_image1: autoDraw = False
44.9821 	EXP 	window1: recordFrameIntervals = True
45.2981 	EXP 	probe_image1: autoDraw = True
45.4983 	EXP 	probe_image1: autoDraw = False
46.2665 	EXP 	New trial (rep=0, index=20): OrderedDict([('trialNum', 20)])
46.2731 	DATA 	Keypress: d
46.2818 	EXP 	target_image1: autoDraw = False
46.2818 	EXP 	probe_image1: autoDraw = False
46.2818 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
46.2818 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f24.tif'
46.2818 	EXP 	target_image1: autoDraw = True
46.4674 	EXP 	window1: recordFrameIntervals = False
46.4820 	EXP 	target_image1: autoDraw = False
46.4822 	EXP 	window1: recordFrameIntervals = True
46.7981 	EXP 	probe_image1: autoDraw = True
46.9987 	EXP 	probe_image1: autoDraw = False
47.4168 	EXP 	New trial (rep=0, index=21): OrderedDict([('trialNum', 21)])
47.4242 	DATA 	Keypress: s
47.4318 	EXP 	target_image1: autoDraw = False
47.4318 	EXP 	probe_image1: autoDraw = False
47.4318 	EXP 	target_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
47.4318 	EXP 	probe_image1: image = '/Users/sophia/Documents/PycharmProjects/Local_VS_Global/stimuli/Featural_Set/f142.tif'
47.4318 	EXP 	target_image1: autoDraw = True
47.6171 	EXP 	window1: recordFrameIntervals = False
47.6321 	EXP 	target_image1: autoDraw = False
47.6322 	EXP 	window1: recordFrameIntervals = True
47.9483 	EXP 	probe_image1: autoDraw = True
48.1496 	EXP 	probe_image1: autoDraw = False
48.6828 	EXP 	New trial (rep=0, index=22): OrderedDict([('trialNum', 22)])
48.9583 	EXP 	window1: mouseVisible = True
